line_id,timestamp,node,alert_tag,is_cause,is_hardcase,level,position_ratio,template_id,message
1,1131523501,aadmin1,-,False,False,INFO,0.0,10,tftp: client does not accept options
14139,1131570363,tbird-admin1,-,False,False,INFO,6.7e-05,11,Stopping syslog-ng:
28277,1131575954,tbird-sm1,-,False,False,INFO,0.000134,12,"[ib_sm_assign.c:229]: Set port GUID=5ad0000041f78, port=1 DOWN (port prefix fe80000000000000, subnet_prefix fe80000000"
42415,1131577422,tbird-admin1,-,False,False,INFO,0.000201,13,data_thread() got not answer from any [Thunderbird_D8] datasource
56553,1131579686,dn1009,-,False,False,INFO,0.000268,14,"synchronized to 10.100.30.250, stratum 3"
70691,1131585982,tbird-admin1,-,False,False,INFO,0.000335,13,data_thread() got not answer from any [Thunderbird_B1] datasource
84829,1131593083,dn529,-,False,False,INFO,0.000402,14,"synchronized to 10.100.26.250, stratum 3"
98967,1131601038,cn621,-,False,False,INFO,0.000469,14,"synchronized to 10.100.16.250, stratum 3"
113105,1131609661,cn450,-,False,False,INFO,0.000536,15,(root) CMD (run-parts /etc/cron.hourly)
127243,1131615770,bn145,-,False,False,INFO,0.000602,14,"synchronized to 10.100.22.250, stratum 3"
141381,1131622453,#1#,-,False,False,INFO,0.000669,16,"Listening on interface eth0, 10.100.4.251#123"
155519,1131628624,tbird-sm1,-,False,False,INFO,0.000736,17,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
169657,1131636099,tbird-admin1,-,False,False,INFO,0.000803,13,data_thread() got not answer from any [Thunderbird_A4] datasource
183795,1131643944,cn995,-,False,False,INFO,0.00087,14,"synchronized to 10.100.22.250, stratum 3"
197933,1131650197,tbird-sm1,-,False,False,INFO,0.000937,18,"[ib_sm_bringup.c:577]: Force neighbor port (node=5ad000004d298, port=1, state=4) to DOWN because (1) 1st sweep or (2) role change."
212071,1131655490,dn530,-,False,False,INFO,0.001004,14,"synchronized to 10.100.24.250, stratum 3"
226209,1131659085,tbird-admin1,-,False,False,INFO,0.001071,13,data_thread() got not answer from any [Thunderbird_B7] datasource
240347,1131659120,dn892,-,False,False,INFO,0.001138,19,Accepted publickey for root from ::ffff:10.100.26.250 port 58351 ssh2
254485,1131662244,dn227,-,False,False,INFO,0.001205,20,Console: colour VGA+ 80x25
268623,1131667261,dn3,-,False,False,INFO,0.001272,15,(root) CMD (run-parts /etc/cron.hourly)
282761,1131669570,en357,-,False,False,ERROR,0.001339,21,foo[13584]: segfault at 0000000000000000 rip 0000002a955d0f4c rsp 0000007fbffff180 error 4
296899,1131670642,bn175,-,False,False,INFO,0.001406,22,Switching to runlevel: 0
311037,1131670836,dn952,-,False,False,INFO,0.001473,22,Switching to runlevel: 0
325175,1131671700,en260,-,False,False,INFO,0.00154,23,ACPI: HPET (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd81c
339313,1131671702,en225,-,False,False,INFO,0.001607,24,Version 1.0.6 Starting
353451,1131671703,en405,-,False,False,INFO,0.001673,25,net.ipv4.neigh.default.gc_thresh3 = 8192
367589,1131671705,en273,-,False,False,INFO,0.00174,26,/boot1: recovering journal
381727,1131671707,en190,-,False,False,INFO,0.001807,27,Setting clock (localtime): Thu Nov 10 18:14:50 MST 2005 succeeded
395865,1131671709,en138,-,False,False,INFO,0.001874,28,hub 3-0:1.0: 2 ports detected
410003,1131671710,en68,-,False,False,INFO,0.001941,29,e1000: eth1: e1000_probe: Intel(R) PRO/1000 Network Connection
424141,1131671712,en379,-,False,False,INFO,0.002008,30,smartd startup succeeded
438279,1131671714,en62,-,False,False,INFO,0.002075,31,ntpd startup succeeded
452417,1131671717,en321,-,False,False,INFO,0.002142,32,precision = 1.000 usec
466555,1131671745,en97,-,False,False,INFO,0.002209,33,removing telnet
480693,1131671886,bn282,-,False,False,INFO,0.002276,34,md: ... autorun DONE.
494831,1131671906,bn896,-,False,False,INFO,0.002343,35,Uniform Multi-Platform E-IDE driver Revision: 7.00alpha2
508969,1131671926,badmin4,-,False,False,INFO,0.00241,36,DHCPREQUEST for 10.100.12.57 (10.100.12.250) from 00:11:43:e1:56:87 via eth1: unknown lease 10.100.12.57.
523107,1131671933,bn542,-,False,False,INFO,0.002477,37,kernel.sysrq = 1
537245,1131671938,an106,-,False,False,INFO,0.002544,38,Checking filesystems succeeded
551383,1131671940,cn773,-,False,False,INFO,0.002611,39,"serio: i8042 AUX port at 0x60,0x64 irq 12"
565521,1131671943,an81,-,False,False,INFO,0.002678,40,hw_random hardware driver 1.0.0 loaded
579659,1131671949,bn80,-,False,False,INFO,0.002744,23,ACPI: SPCR (v001 DELL PE BKC 0x00000001 MSFT 0x0100000a) @ 0x00000000000fd7cc
593797,1131671960,bn851,-,False,False,INFO,0.002811,41,divert: not allocating divert_blk for non-ethernet device sit0
607935,1131671966,bn177,-,False,False,INFO,0.002878,42,Probing IDE interface ide0...
622073,1131671969,an781,-,False,False,INFO,0.002945,43,ehci_hcd 0000:00:1d.7: EHCI Host Controller
636211,1131671971,an564,-,False,False,INFO,0.003012,44,ib1: InfiniHost0 port 2
650349,1131671973,an287,-,False,False,INFO,0.003079,45,Built 1 zonelists
664487,1131671975,an37,-,False,False,INFO,0.003146,46,PCI0 PALO PBLO VPR0 PBHI PICH
678625,1131671980,cn8,-,False,False,INFO,0.003213,47,No mptable found.
692763,1131671991,an342,-,False,False,INFO,0.00328,48,Brought up 2 CPUs
706901,1131672001,cn381,-,False,False,INFO,0.003347,49,fs.file-max = 562454
721039,1131672019,dn86,-,False,False,INFO,0.003414,50,Freeing unused kernel memory: 188k freed
735177,1131672037,an35,-,False,False,INFO,0.003481,51,Mounting NFS filesystems: succeeded
749315,1131672066,tbird-sm1,-,False,False,INFO,0.003548,52,"[ib_sm_assign.c:568]: Force port to go down due to LID conflict, node - GUID=5ad00000394b8, port=1"
763453,1131672116,an234,-,False,False,INFO,0.003615,53,usbcore: registered new driver hub
777591,1131672129,dn643,-,False,False,INFO,0.003682,54,"ACPI: PCI interrupt 0000:02:0e.0[A] -> GSI 46 (level, low) -> IRQ 201"
791729,1131672143,dn932,-,False,False,INFO,0.003749,55,dcstor32d startup succeeded
805867,1131672203,dn236,-,False,False,INFO,0.003815,16,"Listening on interface ib0, 10.100.153.108#123"
820005,1131672281,dn565,-,False,False,INFO,0.003882,56,kernel time sync disabled 0041
834143,1131672819,bn488,-,False,False,INFO,0.003949,56,kernel time sync enabled 0001
848281,1131673548,an829,-,False,False,INFO,0.004016,57,"Bootdata ok (command line is ro root=LABEL=/ tsc console=tty0 console=ttyS0,19200 rhgb quiet)"
862419,1131673902,bn655,-,False,False,INFO,0.004083,58,"ehci_hcd 0000:00:1d.7: USB 2.0 enabled, EHCI 1.00, driver 2004-May-10"
876557,1131674380,tbird-sm1,-,False,False,INFO,0.00415,17,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************
890695,1131680846,bn236,-,False,False,INFO,0.004217,59,session opened for user root by (uid=0)
904833,1131681446,cn150,-,False,False,INFO,0.004284,19,Accepted publickey for #47# from ::ffff:10.100.8.251 port 40113 ssh2
918971,1131681937,dn503,-,False,False,INFO,0.004351,59,session opened for user root by (uid=0)
933109,1131682043,cn717,-,False,False,INFO,0.004418,59,session opened for user root by (uid=0)
947247,1131682318,tbird-admin1,-,False,False,INFO,0.004485,13,data_thread() got not answer from any [Thunderbird_A8] datasource
961385,1131682935,an585,-,False,False,INFO,0.004552,59,session opened for user root by (uid=0)
975523,1131683235,an577,-,False,False,ERROR,0.004619,60,haldaemon shutdown failed
989661,1131683454,en250,-,False,False,INFO,0.004686,59,session opened for user root by (uid=0)
1003799,1131683855,tbird-admin1,-,False,False,INFO,0.004753,13,data_thread() got not answer from any [Thunderbird_B6] datasource
1017937,1131684243,tbird-admin1,-,False,False,INFO,0.004819,61,file-max limit 65536 reached
1032075,1131684713,tbird-admin1,-,False,False,INFO,0.004886,61,file-max limit 65536 reached
1046213,1131685052,an57,-,False,False,ERROR,0.004953,62,gmond shutdown failed
